Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,Correctness no fsl,data file,simple verify,complex verify,default verify,simple verify no fsl,complex verify no fsl,default verify no fsl,unique_id,consistency
275,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(nums):
    if not nums:
        return 0

    nums.sort()
    dp = [1] * len(nums)
    
    for i in range(len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0:
                dp[i] = max(dp[i], dp[j] + 1)
    
    return max(dp)

# Testing the function with the provided test cases
assert largest_subset([1, 3, 6, 13, 17, 18]) == 4
assert largest_subset([10, 5, 3, 15, 20]) == 3
assert largest_subset([18, 1, 3, 6, 13, 17]) == 4
",,False,post,True,True,True,True,True,False,selected_pilot_75_mbpp.json,True,True,True,True,True,True,275_gpt-4o,0.6666666666666666
344,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to locate the right insertion point for a specified value in sorted order.,"def right_insertion(sorted_list, value):
    for i in range(len(sorted_list)):
        if sorted_list[i] >= value:
            return i
    return len(sorted_list)
",,True,post,False,True,True,True,True,True,selected_pilot_75_mbpp.json,True,True,True,True,True,True,344_llama3point1-70b,0.8333333333333334
344,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to locate the right insertion point for a specified value in sorted order.,"import bisect

def right_insertion(sorted_list, value):
    return bisect.bisect_right(sorted_list, value)

# Test cases
assert right_insertion([1,2,4,5],6)==4
assert right_insertion([1,2,4,5],3)==2
assert right_insertion([1,2,4,5],7)==4
",,True,post,True,False,True,False,False,True,selected_pilot_75_mbpp.json,True,True,True,False,True,True,344_gpt-4o,0.8333333333333334
326,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, n):
    if n < 2:
        return 0  # If array has less than 2 elements, no valid difference can be found
    
    arr = sorted(arr)
    min_diff = float('inf')
    
    for i in range(n - 1):
        diff = arr[i+1] - arr[i]
        if diff < min_diff:
            min_diff = diff
            
    return min_diff

# Testing the function based on the provided assertions
assert find_min_diff((1,5,3,19,18,25),6) == 1
assert find_min_diff((4,3,2,6),4) == 1
assert find_min_diff((30,5,20,9),4) == 4
",,False,post,True,False,False,True,True,False,selected_pilot_75_mbpp.json,False,True,True,True,True,True,326_gpt-4o,0.6666666666666666
184,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
  return [num for num in nums if num % 2 != 0]
",,False,post,True,False,True,False,False,False,selected_pilot_75_mbpp.json,True,True,True,True,True,True,184_llama3point1-70b,0.6666666666666666
121,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the nth newman–shanks–williams prime number.,"def is_prime(n):
    """"""Check if a number is prime.""""""
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def newman_prime(n):
    """"""Find the nth Newman-Shanks-Williams prime number.""""""
    if n == 1:
        return 7  # The first NSW prime is 7
    
    # Initialize the count of NSW primes and the current number
    count = 1
    num = 7
    
    while True:
        # Check if the current number is a prime number
        if is_prime(num):
            # Check if the current prime number is congruent to 1 or 5 modulo 6
            if num % 6 in [1, 5]:
                # Increment the count of NSW primes
                count += 1
                
                # If we have found the nth NSW prime, return it
                if count == n:
                    return num
        
        # Move on to the next number
        num += 1
",,False,post,False,False,False,True,False,False,selected_pilot_75_mbpp.json,True,False,False,True,True,False,121_llama3point1-70b,0.6666666666666666
21,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find smallest number in a list.,"def smallest_num(nums):
    return min(nums)
",,False,post,True,True,False,True,False,False,selected_pilot_75_mbpp.json,True,False,False,False,False,False,21_llama3point1-70b,0.8333333333333334
251,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert rectangular coordinates to polar coordinates.,"import math

def polar_rect(x, y):
    r = math.sqrt(x**2 + y**2)
    theta = math.atan2(y, x)
    return (r, theta)

# Test cases
assert polar_rect(3, 4) == (5.0, 0.9272952180016122)
assert polar_rect(4, 7) == (8.06225774829855, 1.0516502125483738)
assert polar_rect(15, 17) == (22.67156809750927, 0.8478169733934057)
",,True,post,True,True,True,True,True,True,selected_pilot_75_mbpp.json,True,True,True,True,True,True,251_gpt-4o,0.8333333333333334
235,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to get the sum of the digits of a non-negative integer.,"def sum_digits(n: int) -> int:
    total = 0
    while n > 0:
        total += n % 10
        n //= 10
    return total

# Testing the function with the provided test cases
assert sum_digits(345) == 12
assert sum_digits(12) == 3
assert sum_digits(97) == 16
",,True,post,True,True,True,True,True,True,selected_pilot_75_mbpp.json,True,True,True,True,True,True,235_gpt-4o,0.5
356,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to remove all whitespaces from a string.,"def remove_all_spaces(s):
    return s.replace("" "", """")

# Test cases
assert remove_all_spaces('python  program') == 'pythonprogram'
assert remove_all_spaces('python   programming    language') == 'pythonprogramminglanguage'
assert remove_all_spaces('python                     program') == 'pythonprogram'
assert remove_all_spaces('   python                     program') == 'pythonprogram'
",,True,post,True,False,True,False,False,False,selected_pilot_75_mbpp.json,False,False,False,False,False,False,356_gpt-4o,0.6666666666666666
55,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(snake_str):
    components = snake_str.split('_')
    return ''.join(x.capitalize() for x in components)

# Tests
assert snake_to_camel('python_program') == 'PythonProgram'
assert snake_to_camel('python_language') == 'PythonLanguage'
assert snake_to_camel('programming_language') == 'ProgrammingLanguage'
",,False,post,False,False,True,False,False,False,selected_pilot_75_mbpp.json,False,True,True,False,False,False,55_gpt-4o,0.8333333333333334
